transaction_id,amount,time_seconds,merchant_id,country,device_id,is_fraud
67,12.15,17986,1031,US,2459,0
68,129.64,27846,1044,ZA,2518,0
69,6.2,49665,1043,NG,2168,0
70,346.73,41401,1040,ZA,2649,0
71,118.36,73728,1095,US,2701,0
72,17.72,50054,1051,CN,2960,0
73,0.44,38487,1087,US,2139,0
74,135.19,9412,1010,UK,2346,0
75,98.17,81499,1084,US,2667,0
76,104.45,51473,1017,IN,2057,0
77,118.02,66553,1010,ZA,2695,0
78,6.15,5279,1026,ZA,2765,0
79,35.51,75948,1042,IN,2657,0
80,9.85,7712,1064,US,2448,0
81,159.08,15817,1053,CN,2184,0
82,78.1,53832,1028,UK,2177,0
83,32.15,56224,1020,UK,2982,0
84,5.25,6624,1028,ZA,2486,0
85,29.8,29126,1008,NG,2464,0
86,31.47,82115,1060,NG,2126,0
87,104.63,80667,1061,UK,2044,0
88,81.19,37462,1070,ZA,2189,0
89,174.58,58676,1094,CN,2361,0
90,51.13,46815,1090,ZA,2365,0
91,10.19,26093,1095,ZA,2192,0
92,99.93,32525,1004,CN,2566,0
93,114.43,29030,1096,NG,2293,0
94,65.91,44067,1014,US,2771,0
95,117.91,5207,1056,CN,2526,0
96,54.47,76433,1004,ZA,2148,0
97,59.17,26639,1019,ZA,2148,0
98,44.63,2792,1080,NG,2250,0
99,2.06,420,1003,ZA,2434,0
100,9.13,19198,1055,CN,2765,0
101,2.55,35608,1084,IN,2213,0
102,80.94,46205,1033,ZA,2619,0
103,30.19,82951,1039,IN,2973,0
104,56.83,17875,1068,ZA,2034,0
105,190.5,70511,1067,US,2380,0
106,22.94,21331,1021,CN,2771,0
107,42.26,16893,1013,IN,2226,0
108,112.7,64913,1067,ZA,2927,0
109,20.78,18243,1007,ZA,2219,0
110,6.41,15535,1066,ZA,2139,0
111,27.37,63203,1045,US,2565,0
112,14.06,70597,1028,UK,2797,0
113,212.4,67394,1089,ZA,2264,0
114,132.07,25489,1093,US,2786,0
115,80.28,79214,1011,IN,2335,0
116,164.12,84886,1078,US,2925,0
117,130.24,13346,1051,ZA,2960,0
118,16.52,48005,1057,CN,2621,0
119,178.47,6773,1001,ZA,2556,0
120,62.01,75324,1000,IN,2278,0
121,131.79,32343,1054,ZA,2331,0
122,181.14,74783,1091,US,2772,0
123,30.62,45963,1098,US,2723,0
124,9.33,41983,1033,US,2194,0
125,20.69,35972,1063,US,2630,0
126,44.56,16959,1067,ZA,2705,0
127,136.31,34133,1081,US,2042,0
128,157.71,51150,1011,US,2979,0
129,0.56,21734,1049,ZA,2257,0
130,57.19,17400,1020,CN,2687,0
131,43.22,20002,1009,IN,2441,0
132,20.09,36492,1084,IN,2295,0
133,10.21,30875,1088,NG,2610,1
134,32.95,25046,1080,ZA,2436,0
135,229.05,23664,1069,UK,2954,0
136,31.23,24453,1013,IN,2707,0
137,58.52,4746,1039,ZA,2958,0
138,97.13,13217,1081,US,2628,0
139,36.16,63184,1029,ZA,2675,0
140,285.42,41835,1072,ZA,2807,0
141,262.56,9133,1013,ZA,2901,0
142,23.2,40533,1051,CN,2397,0
143,55.01,5404,1016,NG,2974,0
144,28.63,33339,1061,ZA,2124,0
145,26.82,28725,1097,UK,2496,0
146,3.01,74332,1021,ZA,2868,0
147,75.24,45380,1052,UK,2800,0
148,55.88,48073,1031,IN,2363,0
149,4.23,60873,1075,UK,2146,0
150,26.13,41341,1054,NG,2459,0
151,191.11,1236,1079,US,2170,0
152,21.91,67916,1021,US,2309,0
153,12.52,14538,1037,NG,2712,0
154,53.78,11971,1049,IN,2978,0
155,339.52,83453,1065,NG,2351,0
156,22.17,38655,1044,CN,2859,0
157,89.21,77022,1007,IN,2347,0
158,114.71,60784,1064,IN,2891,0
159,21.71,61289,1039,IN,2350,0
160,104.22,37410,1004,ZA,2572,0
161,36.68,51302,1044,US,2995,0
162,80.04,21703,1045,UK,2140,0
163,80.31,44191,1035,US,2169,0
164,61.39,54112,1016,IN,2224,0
165,7.57,11399,1040,ZA,2745,0
166,144.29,12685,1029,ZA,2785,0
167,30.94,4487,1051,IN,2220,0
168,16.51,12018,1078,ZA,2364,0
169,3.33,30825,1019,ZA,2742,0
170,71.5,7750,1035,ZA,2839,0
171,90.55,58956,1065,IN,2112,0
172,1.34,50229,1044,UK,2248,0
173,57.41,83220,1003,CN,2469,0
174,20.55,43118,1049,ZA,2448,0
175,82.89,59615,1087,IN,2047,0
176,15.33,79946,1054,ZA,2350,0
177,93.94,57290,1058,ZA,2083,0
178,39.12,15105,1041,US,2675,0
179,220.83,18913,1001,ZA,2598,0
180,11.84,49515,1045,ZA,2976,0
181,33.37,47342,1001,ZA,2172,0
182,9.64,52184,1049,ZA,2905,0
183,206.9,83247,1000,IN,2904,0
184,167.87,60506,1012,ZA,2941,0
185,23.87,24967,1069,CN,2144,0
186,86.3,36023,1021,IN,2761,0
187,135.96,54288,1016,ZA,2450,0
188,64.81,26622,1058,US,2544,0
189,60.34,45201,1085,UK,2320,0
190,22.15,75033,1069,IN,2147,0
191,7.82,16350,1002,IN,2705,0
192,182.01,54820,1069,UK,2125,0
193,184.54,48709,1080,ZA,2911,0
194,80.21,27470,1098,US,2968,0
195,33.12,30889,1048,IN,2909,0
196,34.37,10224,1049,NG,2640,0
197,103.56,5465,1034,IN,2674,0
198,181.93,82418,1022,NG,2465,0
199,174.49,55214,1071,ZA,2128,0
200,121.08,2944,1006,CN,2682,0
201,82.18,24336,1049,CN,2836,0
202,7.03,38624,1009,ZA,2074,0
203,14.1,65206,1089,ZA,2485,0
204,183.06,44764,1054,US,2767,0
205,74.6,45420,1073,IN,2215,0
206,0.74,65671,1018,ZA,2742,0
207,8.56,15773,1022,ZA,2236,0
208,87.13,26447,1094,US,2095,0
209,0.41,4033,1063,ZA,2182,0
210,14.03,55852,1032,ZA,2911,0
211,63.66,20497,1065,UK,2632,0
212,94.19,79714,1091,IN,2194,0
213,84.44,72082,1095,UK,2249,0
214,20.32,73932,1096,NG,2622,0
215,99.63,20978,1008,NG,2446,0
216,21.67,12882,1028,UK,2071,0
217,31.49,16945,1078,ZA,2991,0
218,109.79,56485,1017,ZA,2917,0
219,83.9,68850,1081,ZA,2951,0
220,151.36,59870,1070,CN,2051,0
221,85.75,18595,1077,IN,2495,0
222,67.2,84291,1028,UK,2976,0
223,7.87,64038,1082,CN,2154,0
224,36.67,56126,1060,IN,2319,0
225,24.65,35449,1004,CN,2300,0
226,22.38,18639,1068,ZA,2194,0
227,288.98,45370,1055,NG,2025,0
228,39.95,74628,1051,UK,2226,0
229,178.08,71918,1014,NG,2396,0
230,79.79,42710,1089,ZA,2208,0
231,126.71,54051,1087,NG,2413,0
232,55.87,60639,1082,US,2732,0
233,68.81,3159,1019,IN,2845,0
234,54.26,71192,1072,IN,2797,0
235,17.38,66988,1091,ZA,2996,0
236,102.54,18706,1015,ZA,2252,0
237,26.37,9862,1074,NG,2427,0
238,1.97,10219,1097,UK,2943,0
239,82.96,34536,1024,UK,2613,0
240,15.59,71632,1056,IN,2264,0
241,225.69,77391,1020,IN,2175,0
242,246.2,62886,1004,ZA,2351,0
243,197.08,79996,1074,UK,2183,0
244,36.98,33937,1008,IN,2323,0
245,1.25,21094,1010,IN,2901,0
246,210.84,27924,1064,ZA,2498,0
247,44.72,83325,1062,ZA,2192,0
248,272.07,123,1025,ZA,2856,0
249,265.1,53149,1073,CN,2999,0
250,153.39,71445,1018,US,2485,0
251,27.9,31854,1015,US,2194,0
252,38.9,60796,1055,ZA,2020,0
253,152.38,69432,1067,ZA,2333,0
254,30.49,58968,1077,NG,2797,0
255,14.86,40834,1029,UK,2568,0
256,65.1,17111,1006,UK,2054,0
257,220.1,72575,1011,ZA,2001,0
258,95.27,24099,1023,ZA,2303,0
259,67.53,69206,1021,IN,2533,0
260,8.18,50293,1046,ZA,2140,0
261,76.36,15029,1029,IN,2088,0
262,368.85,31811,1059,ZA,2879,0
263,12.07,15793,1038,ZA,2810,0
264,58.44,48106,1019,US,2586,0
265,167.89,85662,1025,CN,2585,0
266,108.0,84764,1048,ZA,2304,0
267,95.53,84131,1068,NG,2747,0
268,96.98,972,1041,UK,2164,0
269,35.64,360,1005,ZA,2216,0
270,27.8,2632,1052,ZA,2363,0
271,132.59,35958,1033,CN,2802,0
272,132.91,80882,1068,ZA,2530,0
273,161.44,18008,1009,NG,2283,0
274,195.57,77656,1027,CN,2361,0
275,57.29,30283,1002,ZA,2367,0
276,55.69,50908,1076,ZA,2440,0
277,128.08,7818,1047,ZA,2882,0
278,83.98,70655,1065,ZA,2444,0
279,96.84,30579,1034,ZA,2938,0
280,127.09,55178,1051,UK,2376,0
281,176.59,57584,1061,NG,2495,0
282,33.0,65020,1051,NG,2187,0
283,37.67,975,1046,CN,2649,0
284,7.9,63479,1053,ZA,2846,0
285,69.07,16265,1027,ZA,2863,0
286,2.93,63518,1022,ZA,2962,0
287,50.13,4318,1086,ZA,2791,0
288,62.58,35081,1034,ZA,2713,0
289,27.01,58649,1031,US,2383,0
290,71.49,43069,1001,IN,2427,0
291,2.48,78670,1015,CN,2157,0
292,3.05,76377,1015,ZA,2744,0
293,138.35,12427,1050,IN,2626,0
294,35.73,40251,1066,IN,2224,0
295,10.87,25165,1091,ZA,2556,0
296,59.09,67285,1092,ZA,2728,0
297,117.57,64927,1053,CN,2998,0
298,19.45,73170,1019,NG,2629,0
299,78.02,76150,1099,CN,2827,0
300,7.14,24866,1032,US,2371,0
301,4.25,10282,1085,ZA,2308,0
302,60.63,20319,1007,ZA,2358,0
303,62.23,36726,1023,CN,2792,0
304,81.16,15412,1052,ZA,2101,0
305,103.6,73586,1063,ZA,2459,0
306,297.88,24583,1057,US,2131,0
307,58.1,83577,1036,ZA,2859,0
308,31.2,61922,1083,ZA,2723,0
309,126.85,6185,1011,UK,2201,0
310,25.27,86348,1083,ZA,2286,0
311,46.24,56389,1083,US,2146,0
312,6.54,17423,1003,ZA,2769,0
313,2.05,51268,1093,UK,2771,0
314,262.99,41644,1030,ZA,2846,0
315,144.62,36786,1085,ZA,2293,0
316,95.25,75525,1078,NG,2032,0
317,42.07,83744,1037,ZA,2017,0
318,15.22,30477,1036,ZA,2871,0
319,13.61,3571,1091,UK,2671,0
320,23.04,19576,1074,ZA,2991,0
321,63.74,62703,1013,ZA,2972,0
322,100.31,9680,1074,UK,2114,0
323,86.35,25706,1072,NG,2207,0
324,26.27,79854,1023,NG,2160,0
325,247.85,86195,1009,US,2289,0
326,107.12,64527,1037,US,2818,0
327,64.66,70565,1042,IN,2318,1
328,75.68,48436,1036,ZA,2461,0
329,43.52,2774,1041,ZA,2558,0
330,22.77,16972,1031,NG,2961,0
331,35.2,14048,1083,US,2908,0
332,113.45,80225,1013,NG,2051,0
333,1.16,82273,1003,ZA,2860,0
334,9.87,81550,1023,ZA,2051,0
335,3.77,76680,1095,IN,2170,0
336,3.33,57602,1009,US,2617,0
337,154.74,66403,1015,UK,2609,0
338,97.3,27182,1038,ZA,2444,0
339,51.42,79876,1095,ZA,2720,0
340,8.24,77373,1017,ZA,2130,0
341,54.12,47059,1024,US,2733,0
342,51.32,8787,1006,CN,2963,0
343,15.22,393,1055,IN,2222,0
344,45.51,61775,1046,UK,2314,0
345,40.67,59454,1081,IN,2638,0
346,76.54,12056,1081,UK,2949,0
347,80.65,61483,1002,ZA,2836,0
348,3.71,44957,1000,ZA,2125,0
349,37.55,28429,1032,NG,2511,0
350,78.65,45909,1070,ZA,2129,0
351,55.96,52906,1073,US,2707,0
352,155.31,86290,1058,IN,2043,1
353,86.0,44389,1071,ZA,2383,0
354,14.23,20905,1031,ZA,2805,0
355,5.85,53730,1086,ZA,2187,0
356,82.27,57557,1016,UK,2243,0
357,2.15,86113,1077,ZA,2922,0
358,70.51,66199,1016,US,2602,0
359,225.38,47301,1088,ZA,2893,0
360,68.54,84752,1020,US,2526,0
361,39.3,47259,1054,ZA,2934,0
362,82.47,74801,1005,CN,2933,0
363,49.04,4574,1083,US,2693,0
364,63.11,56776,1048,NG,2318,0
365,227.05,24737,1083,NG,2953,0
366,39.03,23390,1025,US,2573,0
367,259.93,52330,1031,ZA,2589,0
368,188.61,71082,1071,US,2273,0
369,17.43,53642,1043,NG,2762,0
370,5.75,21280,1058,US,2924,0
371,8.5,21037,1028,ZA,2070,0
372,1.47,40576,1016,ZA,2952,0
373,7.94,28564,1017,ZA,2997,0
374,91.91,85439,1039,ZA,2023,0
375,5.91,28087,1062,CN,2293,0
376,30.73,76213,1081,ZA,2133,0
377,149.08,12803,1074,ZA,2403,0
378,1.88,46002,1044,NG,2757,0
379,134.76,66761,1075,IN,2937,0
380,26.49,71310,1078,US,2483,0
381,10.06,78579,1089,ZA,2201,0
382,95.45,16163,1002,ZA,2533,0
383,79.31,68380,1002,US,2160,0
384,167.95,72883,1037,ZA,2726,0
385,106.26,51885,1098,ZA,2045,0
386,130.16,86340,1072,ZA,2497,0
387,26.51,36764,1039,CN,2437,0
388,15.63,62126,1067,ZA,2104,0
389,111.1,67224,1053,US,2681,0
390,131.54,47055,1019,CN,2946,0
391,372.56,51599,1014,NG,2963,0
392,42.57,82787,1092,ZA,2084,0
393,37.22,78040,1004,ZA,2823,0
394,119.84,39720,1038,CN,2076,0
395,33.34,44484,1039,ZA,2553,0
396,213.61,38852,1006,NG,2524,0
397,156.39,13219,1071,IN,2821,0
398,44.83,48865,1095,ZA,2907,0
399,111.18,54457,1099,NG,2983,0
400,112.37,36817,1032,CN,2290,0
401,8.71,68993,1036,UK,2338,0
402,186.28,52380,1031,US,2520,0
403,56.3,50400,1042,IN,2012,1
404,140.11,36258,1062,UK,2533,0
405,30.86,81006,1035,NG,2551,0
406,180.7,48957,1097,UK,2931,0
407,39.44,18281,1048,ZA,2372,0
408,0.87,77264,1024,ZA,2475,0
409,188.63,51331,1095,ZA,2126,0
410,7.66,45680,1065,ZA,2680,0
411,30.77,38723,1008,ZA,2774,0
412,239.76,10162,1092,US,2733,0
413,240.64,51095,1017,ZA,2222,0
414,68.16,11338,1021,IN,2822,0
415,79.94,11675,1098,IN,2970,0
416,47.6,20080,1014,UK,2632,0
417,27.76,13936,1006,US,2221,0
418,31.88,10019,1012,ZA,2590,0
419,89.31,67282,1035,US,2396,0
420,111.67,49681,1015,UK,2098,0
421,125.46,73861,1040,IN,2482,0
422,124.71,4486,1020,ZA,2403,0
423,7.65,82021,1027,NG,2234,0
424,54.56,79864,1073,NG,2185,0
425,4.74,19112,1082,UK,2278,0
426,63.8,51697,1016,ZA,2692,0
427,46.6,55998,1064,US,2804,0
428,174.93,26576,1012,US,2787,0
429,34.58,50100,1035,US,2375,0
430,9.96,81238,1057,US,2402,0
431,12.34,21320,1019,ZA,2235,0
432,114.67,83973,1051,ZA,2657,0
433,77.03,65729,1005,ZA,2067,0
434,8.53,84879,1022,ZA,2956,0
435,7.03,29144,1041,ZA,2967,0
436,96.58,57326,1023,ZA,2813,0
437,6.04,77148,1004,ZA,2989,0
438,138.01,19307,1031,NG,2175,0
439,98.0,60598,1045,IN,2531,0
440,6.79,19623,1016,ZA,2583,0
441,7.09,20249,1074,ZA,2452,0
442,345.24,73765,1026,IN,2616,0
443,37.51,72131,1067,UK,2929,0
444,37.04,38377,1022,ZA,2871,0
445,134.05,52365,1086,NG,2518,0
446,235.37,34551,1033,ZA,2817,0
447,341.5,42926,1020,UK,2052,0
448,111.99,38599,1021,CN,2981,0
449,37.76,22593,1064,ZA,2328,0
450,6.98,60334,1031,CN,2266,0
451,120.1,59893,1061,ZA,2715,0
452,65.39,42636,1027,US,2391,0
453,44.16,69225,1081,US,2031,0
454,189.46,40363,1006,IN,2190,0
455,9.43,55959,1053,ZA,2694,0
456,54.28,80223,1069,UK,2186,0
457,0.91,85917,1013,IN,2830,0
458,50.59,1120,1093,US,2400,0
459,4.64,16491,1054,ZA,2153,0
460,10.12,43638,1057,ZA,2050,0
461,10.0,39062,1043,NG,2288,0
462,83.81,5193,1045,IN,2537,0
463,109.65,15213,1013,US,2277,0
464,70.04,79766,1043,UK,2450,0
465,261.98,83959,1040,ZA,2862,0
466,37.58,17187,1072,US,2333,0
467,26.92,10040,1094,ZA,2209,0
468,162.36,66302,1001,NG,2764,0
469,20.25,29949,1081,CN,2510,0
470,264.23,3527,1004,IN,2505,0
471,0.98,76557,1089,ZA,2481,0
472,280.2,83408,1086,UK,2359,0
473,3.53,77294,1011,ZA,2702,0
474,177.42,18757,1077,ZA,2144,0
475,60.01,25412,1076,ZA,2552,0
476,396.55,14312,1098,ZA,2075,0
477,6.13,22119,1046,NG,2806,0
478,64.57,11804,1078,US,2672,0
479,278.69,53986,1034,CN,2287,0
480,59.24,46545,1018,ZA,2148,0
481,79.41,76519,1078,ZA,2436,0
482,95.19,29999,1062,ZA,2703,0
483,48.49,39758,1007,ZA,2333,0
484,79.01,69519,1022,CN,2065,0
485,70.23,3768,1012,ZA,2176,0
486,185.14,1504,1022,CN,2326,0
487,3.72,67986,1030,ZA,2974,0
488,26.39,76772,1029,ZA,2542,0
489,240.32,8002,1041,ZA,2859,0
490,176.77,75427,1001,IN,2936,0
491,48.65,38787,1010,ZA,2967,0
492,77.43,13898,1024,CN,2198,0
493,25.99,10472,1028,US,2419,0
494,16.67,80800,1021,ZA,2073,0
495,49.84,83227,1018,UK,2422,0
496,34.88,32632,1072,ZA,2110,0
497,70.1,33743,1040,ZA,2893,0
498,6.47,78538,1037,IN,2093,0
499,293.2,43386,1028,US,2876,0
500,342.71,43388,1073,US,2359,0
501,95.83,21323,1021,ZA,2168,0
502,61.45,69269,1087,ZA,2296,0
503,29.63,41319,1007,ZA,2260,0
504,134.47,67759,1046,US,2724,0
505,92.35,16868,1005,IN,2773,0
506,14.2,2080,1006,US,2317,0
507,193.46,13776,1083,IN,2271,0
508,138.32,66231,1080,ZA,2207,0
509,239.34,55452,1035,ZA,2343,0
510,103.49,53812,1007,ZA,2877,0
511,76.03,63271,1076,IN,2402,1
512,43.34,77585,1087,IN,2082,1
513,215.92,58542,1045,ZA,2239,0
514,160.83,15628,1063,ZA,2634,0
515,3.7,8265,1030,NG,2676,0
516,2.14,24671,1022,IN,2575,0
517,37.79,12460,1060,IN,2442,0
518,133.09,3477,1080,ZA,2608,0
519,349.14,2202,1049,UK,2068,0
520,13.04,11850,1045,IN,2712,0
521,72.14,20809,1087,ZA,2468,0
522,38.36,70886,1042,US,2646,0
523,280.3,2806,1009,ZA,2809,0
524,147.67,7163,1094,ZA,2920,0
525,145.78,185,1019,CN,2823,0
526,50.59,24718,1015,CN,2942,0
527,42.87,77081,1077,US,2340,0
528,25.55,56202,1002,ZA,2875,0
529,4.64,25215,1029,NG,2460,0
530,160.03,28325,1017,ZA,2433,0
531,134.09,18458,1058,ZA,2340,0
532,653.8,16006,1069,ZA,2457,0
533,455.59,32969,1083,US,2471,0
534,64.85,76820,1034,ZA,2090,0
535,117.22,27655,1018,UK,2288,0
536,231.69,81234,1025,ZA,2793,0
537,151.58,9102,1034,IN,2995,0
538,22.73,67107,1075,CN,2272,0
539,47.91,21553,1071,NG,2532,0
540,11.06,84079,1056,US,2513,0
541,246.42,79570,1048,ZA,2590,0
542,74.55,66865,1009,NG,2555,0
543,20.77,41420,1084,CN,2705,0
544,89.11,25382,1028,ZA,2582,0
545,77.01,69235,1094,US,2547,0
546,35.47,38795,1070,ZA,2557,0
547,9.64,51425,1097,ZA,2945,0
548,89.08,57402,1097,US,2746,1
549,58.77,62539,1093,CN,2223,0
550,118.38,76203,1067,ZA,2578,0
551,58.74,23459,1093,US,2770,0
552,152.94,49649,1088,CN,2497,0
553,64.22,72495,1077,US,2630,0
554,65.85,46384,1023,IN,2928,0
555,167.42,71746,1042,ZA,2556,0
556,41.33,78053,1094,CN,2024,0
557,11.51,56278,1038,ZA,2676,0
558,2.34,78156,1091,CN,2163,0
559,112.56,36744,1024,ZA,2290,0
560,77.47,30568,1082,US,2786,0
561,97.41,17991,1067,ZA,2044,0
562,19.16,8912,1033,US,2367,0
563,11.73,32527,1095,ZA,2210,0
564,1.17,50426,1088,CN,2736,0
565,34.53,20407,1085,ZA,2145,0
566,71.31,12344,1052,NG,2922,0
567,39.84,2355,1091,ZA,2349,0
568,46.03,54733,1054,IN,2798,0
569,187.6,66285,1052,US,2934,0
570,34.25,84971,1017,CN,2834,0
571,57.72,45733,1006,US,2405,0
572,122.47,56915,1062,ZA,2947,0
573,40.41,52716,1074,ZA,2009,0
574,77.85,38526,1041,NG,2884,0
575,158.65,18088,1010,NG,2519,0
576,238.9,65377,1008,IN,2033,0
577,12.73,44405,1034,ZA,2233,0
578,208.93,38842,1086,UK,2180,0
579,54.2,61788,1096,CN,2913,0
580,23.9,51529,1064,ZA,2523,0
581,49.17,52383,1083,ZA,2749,0
582,313.09,39177,1004,NG,2703,0
583,54.28,39056,1092,ZA,2952,0
584,31.89,66421,1025,NG,2863,0
585,80.28,33632,1050,US,2385,0
586,21.97,39685,1037,CN,2272,0
587,6.31,77222,1002,IN,2947,0
588,11.04,68590,1084,NG,2843,0
589,10.96,8977,1058,ZA,2326,0
590,13.18,48967,1012,ZA,2334,0
591,11.96,74072,1094,IN,2513,0
592,81.93,15070,1080,UK,2026,0
593,16.06,82473,1034,IN,2921,0
594,33.93,21500,1086,US,2664,0
595,181.68,10011,1002,ZA,2139,0
596,51.39,48039,1052,ZA,2912,0
597,88.1,8896,1054,ZA,2704,0
598,15.13,80118,1044,IN,2094,0
599,17.08,39958,1065,NG,2167,0
600,3.34,41912,1066,ZA,2516,0
601,14.8,814,1083,UK,2731,0
602,26.12,75276,1043,IN,2027,0
603,15.58,24719,1072,NG,2760,0
604,7.43,20150,1067,US,2583,0
605,10.28,70494,1061,ZA,2307,0
606,49.41,3825,1024,IN,2397,0
607,18.49,50368,1051,US,2133,0
608,36.24,14800,1049,IN,2785,0
609,56.0,75535,1000,IN,2292,0
610,93.8,86390,1038,IN,2969,0
611,3.21,75017,1051,CN,2703,0
612,128.52,48505,1075,NG,2494,0
613,79.09,57899,1039,ZA,2354,0
614,6.82,82782,1059,ZA,2546,0
615,165.45,22601,1087,ZA,2637,0
616,202.94,10677,1072,ZA,2016,0
617,5.04,29552,1083,ZA,2109,0
618,25.93,67891,1068,US,2474,0
619,131.27,74693,1019,ZA,2599,0
620,110.35,33292,1084,US,2009,0
621,16.32,66097,1001,IN,2562,0
622,18.79,73703,1084,NG,2111,0
623,37.02,16184,1087,CN,2848,0
624,53.01,61046,1008,ZA,2563,0
625,77.04,66741,1038,US,2748,0
626,36.83,61377,1029,ZA,2319,0
627,49.67,12039,1053,US,2288,0
628,110.1,45161,1081,UK,2608,0
629,2.99,35006,1057,ZA,2784,0
630,23.27,17544,1043,ZA,2465,0
631,99.96,12987,1042,NG,2379,0
632,180.46,5239,1009,IN,2176,0
633,57.34,44785,1047,UK,2363,0
634,60.76,23358,1084,ZA,2741,0
635,9.07,82674,1085,US,2126,0
636,47.45,56450,1016,ZA,2262,0
637,60.85,28428,1004,CN,2985,0
638,22.22,9096,1069,IN,2879,0
639,25.09,47582,1073,ZA,2960,0
640,37.89,24536,1063,ZA,2894,0
641,1.62,57395,1065,UK,2445,0
642,31.1,68157,1070,ZA,2458,0
643,19.0,69484,1003,CN,2265,0
644,31.74,1287,1082,IN,2286,0
645,10.21,54510,1027,ZA,2024,0
646,176.97,23902,1083,ZA,2184,0
647,72.03,56188,1093,IN,2064,0
648,90.93,21164,1037,US,2426,0
649,124.54,81204,1065,UK,2503,0
650,55.2,1772,1066,ZA,2130,0
651,7.27,53054,1059,ZA,2822,0
652,61.62,54878,1046,NG,2303,0
653,70.71,32238,1024,US,2832,0
654,109.46,58293,1065,ZA,2454,0
655,45.2,81298,1078,ZA,2746,0
656,10.92,7213,1066,UK,2112,0
657,26.7,14941,1068,NG,2882,0
658,36.09,15964,1039,ZA,2571,0
659,83.06,26855,1099,NG,2525,0
660,67.66,58769,1049,ZA,2086,0
661,35.22,83504,1039,ZA,2495,0
662,344.5,1046,1036,NG,2848,0
663,74.47,14909,1090,NG,2013,0
664,21.66,79114,1068,ZA,2392,0
665,8.59,23368,1016,ZA,2852,0
666,13.27,71255,1061,ZA,2684,0
667,22.58,81496,1040,IN,2513,0
668,14.01,15624,1075,ZA,2755,0
669,16.52,10352,1041,ZA,2159,0
670,26.85,80539,1030,ZA,2775,0
671,15.23,9223,1032,US,2291,0
672,181.66,78254,1042,IN,2217,0
673,6.69,66851,1092,ZA,2420,0
674,59.47,50044,1066,US,2782,0
675,42.26,85000,1037,ZA,2545,0
676,323.09,31419,1040,US,2660,0
677,9.51,13767,1062,ZA,2982,0
678,40.58,72002,1039,ZA,2520,0
679,279.12,31028,1029,ZA,2039,0
680,160.5,47953,1046,IN,2765,0
681,135.89,57965,1021,NG,2025,0
682,23.86,69776,1095,US,2490,0
683,14.99,31459,1054,ZA,2917,0
684,88.36,82331,1042,ZA,2396,0
685,212.03,24689,1060,US,2024,0
686,65.09,80446,1073,IN,2198,0
687,67.82,67982,1031,CN,2370,0
688,26.28,3346,1003,UK,2090,0
